category,amt,gender,lat,long,city_pop,merch_lat,merch_long,is_fraud,age
health_fitness,33.01,F,39.6747,-76.8941,11751,39.876596,-76.472164,0,>=65
shopping_net,17.05,F,27.9865,-82.0139,237282,27.695888,-82.288742,0,40-64
gas_transport,47.6,M,33.4783,-90.5142,2870,33.126627,-89.872293,0,<=25
shopping_net,98.3,M,43.4987,-90.2796,1360,42.802743,-90.658835,0,40-64
shopping_pos,8.31,M,39.6991,-78.1762,3766,40.08452,-77.925089,0,40-64
shopping_net,1115.39,M,32.69,-96.9177,1263321,32.431332,-96.354157,1,>=65
shopping_net,1029.09,M,39.4015,-75.8654,663,40.377443,-74.976678,1,>=65
misc_net,775.1,M,43.9886,-88.7712,149,44.486682,-87.826353,1,<=25
food_dining,52.13,M,36.4992,-120.0936,123,35.876099,-120.959246,0,40-64
misc_net,767.97,F,37.9048,-86.524,344,38.697716,-87.287635,1,>=65
gas_transport,34.31,F,48.34,-122.3456,85,47.352951,-122.681032,0,40-64
misc_net,676.39,F,40.2367,-74.0067,1533,39.53166,-74.55844599999998,1,>=65
shopping_net,117.65,F,45.4093,-122.6847,42817,46.111868,-123.553951,0,40-64
gas_transport,9.18,F,39.1657,-84.23299999999998,31394,38.833889,-83.308515,1,26-39
food_dining,60.4,M,43.19600000000001,-72.3001,477,43.794164,-71.831889,0,26-39
kids_pets,17.55,F,32.9413,-81.1807,1725,33.876476000000004,-82.117184,1,40-64
grocery_pos,157.85,F,45.67100000000001,-121.8686,1288,45.205468,-120.977477,0,>=65
gas_transport,51.36,F,39.1657,-84.23299999999998,31394,40.162366,-85.037503,0,26-39
shopping_pos,997.72,M,42.8813,-83.8855,3764,43.382355,-83.617581,1,>=65
shopping_net,915.85,M,31.8092,-106.4247,749635,32.287471999999994,-106.522525,1,40-64
personal_care,46.81,F,40.5553,-77.4001,1909,41.19535,-77.273575,0,>=65
misc_net,161.49,F,30.4066,-91.1468,378909,30.036294,-91.129484,0,40-64
shopping_pos,929.38,F,38.4121,-75.2811,718,37.958904,-76.096705,1,40-64
grocery_pos,259.83,M,40.6645,-73.7559,38912,39.781404,-74.72154300000003,1,>=65
grocery_pos,296.25,F,38.679,-75.3932,18799,38.593896,-76.03149300000003,1,<=25
grocery_pos,310.15,M,36.115,-84.0438,4729,36.093631,-83.634203,1,40-64
shopping_net,1003.92,F,30.33,-95.0202,34153,30.453668,-95.610647,1,26-39
gas_transport,8.25,F,37.3304,-121.7913,973849,37.259809,-121.89842,1,>=65
shopping_net,176.71,F,36.8809,-82.0956,9521,37.412497,-82.88500400000002,0,40-64
gas_transport,39.66,M,44.0948,-70.23899999999999,23045,44.822738,-69.706951,0,>=65
shopping_net,1.15,M,39.5723,-90.2379,1512,40.540656,-89.38301899999998,0,<=25
shopping_pos,947.8,M,33.9659,-80.9355,333497,34.923913,-80.237197,1,>=65
grocery_pos,297.74,M,35.0583,-79.008,238602,34.233493,-78.37637,1,26-39
gas_transport,8.15,M,38.6476,-78.7717,4367,38.662474,-78.813008,1,>=65
entertainment,162.44,M,40.4062,-84.5076,2274,39.575738,-84.909999,0,>=65
gas_transport,68.61,F,37.1641,-96.6917,602,37.324789,-97.640857,0,>=65
gas_transport,46.04,M,32.8357,-79.8217,20478,33.260448,-79.561472,0,26-39
shopping_net,1015.74,F,39.0026,-76.1424,3862,38.705501,-75.449901,1,>=65
misc_net,979.38,M,39.9347,-86.1633,910148,39.717356,-85.286653,1,26-39
shopping_pos,838.43,F,26.7383,-80.27600000000002,26551,25.876345,-80.03840500000003,1,40-64
kids_pets,59.01,F,44.232,-74.4905,6120,44.545686,-74.539751,0,40-64
home,30.69,F,30.592,-97.2893,1766,29.655853000000004,-97.83344,0,40-64
entertainment,71.47,M,46.5522,-96.7909,291,47.199359,-96.316674,0,26-39
shopping_net,891.66,M,42.277,-97.1926,566,41.575181,-97.909295,1,40-64
gas_transport,96.07,F,47.1709,-100.7944,1190,46.275486,-101.587732,0,>=65
entertainment,579.7,M,38.2833,-75.8465,470,37.870661,-76.37539699999998,1,>=65
grocery_pos,290.67,M,32.8224,-85.7704,8269,32.141508,-86.526294,1,40-64
misc_net,978.91,M,32.425,-97.7742,47119,33.121901,-97.636753,1,>=65
shopping_net,847.11,M,28.7724,-96.4793,911,28.483893,-97.232478,1,>=65
shopping_net,1028.7,M,34.7437,-102.5064,53,35.054154,-101.666822,1,26-39
misc_net,165.85,M,36.6966,-96.7869,471,36.45200300000001,-96.634046,0,>=65
grocery_pos,315.56,M,27.5155,-99.4986,248858,28.258776,-99.33741,1,40-64
shopping_pos,8.9,M,34.2691,-95.9685,861,34.417259,-96.041564,0,>=65
grocery_pos,379.73,F,42.9207,-91.0685,878,42.270185,-90.204759,1,40-64
shopping_pos,4.61,F,34.347,-87.7154,5778,34.169514,-87.364257,0,>=65
misc_pos,41.48,M,36.6704,-93.0377,1201,37.501769,-93.19293,0,40-64
gas_transport,75.88,F,33.4235,-96.3398,2211,33.395591,-96.944372,0,26-39
gas_transport,54.34,F,41.6414,-96.5232,1745,40.964062,-96.45274,0,40-64
gas_transport,61.68,F,38.8089,-78.7776,863,37.858587,-79.22272099999998,0,40-64
health_fitness,40.08,F,40.5891,-75.4645,166081,39.989975,-75.91874,0,<=25
health_fitness,1.11,M,34.2956,-99.7494,3202,33.990595,-98.788765,0,<=25
shopping_pos,1010.03,F,39.2335,-77.1458,135332,39.707414,-77.80797199999998,1,>=65
kids_pets,172.45,F,33.5623,-112.0559,1312922,33.689506,-112.871058,0,40-64
shopping_net,1.49,M,41.2064,-95.9953,518429,42.18216500000001,-95.489767,0,26-39
gas_transport,46.81,M,42.9576,-75.4838,1970,42.55702,-76.388274,0,>=65
grocery_net,65.14,F,41.0646,-87.5917,2135,40.445964,-87.291898,0,<=25
food_dining,20.14,F,26.7383,-80.27600000000002,26551,27.227509,-80.601611,0,40-64
shopping_net,1004.21,M,36.7779,-81.7676,5657,37.076458,-82.015997,1,26-39
food_dining,24.58,M,36.4539,-94.118,6434,37.0202,-94.828732,0,>=65
shopping_net,921.48,F,31.8287,-99.427,5908,31.111436,-98.563461,1,>=65
travel,9.74,F,32.0758,-96.701,1563,31.722969,-95.998841,0,40-64
grocery_net,87.79,F,44.232,-74.4905,6120,44.987712,-74.04068199999998,0,40-64
health_fitness,44.17,F,37.1788,-82.695,502,36.593584,-83.67274,0,>=65
gas_transport,55.07,M,32.7004,-97.6039,13602,33.411838,-98.306277,0,40-64
shopping_pos,72.14,M,43.0172,-111.0292,471,43.232797,-111.87591,0,>=65
travel,8.62,F,48.4786,-122.3345,14871,49.297537,-121.99499,0,40-64
grocery_pos,81.14,F,47.3551,-96.798,771,46.953831,-96.349805,0,40-64
health_fitness,14.16,F,46.368,-87.9938,1038,45.410557,-87.69688199999999,0,>=65
grocery_pos,336.51,M,27.8942,-82.6746,172247,27.594584,-83.646249,1,>=65
grocery_pos,327.9,M,39.7532,-105.6356,565,40.640567,-105.446114,1,40-64
shopping_net,1074.41,M,39.5483,-119.7957,276896,39.152685,-119.688547,1,26-39
home,51.6,F,35.1836,-81.4552,5621,35.962906,-82.226452,0,40-64
misc_net,897.67,M,38.5294,-82.6654,21635,38.842504,-82.041428,1,<=25
personal_care,96.62,F,32.6205,-94.2,2807,31.735555,-93.521954,0,>=65
entertainment,541.06,M,38.5234,-120.6763,832,39.224974,-119.880547,1,26-39
grocery_pos,103.19,M,32.8088,-83.17399999999998,1841,31.848083000000006,-82.89325,0,40-64
shopping_pos,760.07,M,32.8357,-79.8217,20478,32.558188,-80.731085,1,26-39
shopping_net,19.28,F,41.606,-109.23,27971,42.114624,-108.725225,0,40-64
misc_pos,34.18,F,39.5756,-83.7153,338,39.427871,-83.738954,0,26-39
shopping_net,101.74,M,44.2378,-95.2739,1507,44.132585,-95.874381,0,26-39
grocery_pos,310.94,M,30.4287,-90.1773,10150,30.987943,-89.687401,1,>=65
food_dining,15.62,M,39.8153,-91.2627,1656,39.60250900000001,-91.326568,0,>=65
kids_pets,203.87,F,31.4467,-103.5791,12747,30.943016,-104.445208,0,26-39
grocery_pos,289.01,M,35.5762,-91.4539,111,36.47307,-91.333905,1,<=25
home,10.58,F,33.2887,-111.0985,2872,34.179719,-110.211593,0,26-39
gas_transport,66.6,F,48.34,-122.3456,85,48.380382,-122.935766,0,40-64
misc_net,885.8,M,29.5894,-98.5201,1595797,30.468603,-97.783659,1,40-64
travel,6.76,F,40.813,-83.4196,118,40.128837,-82.582537,0,>=65
personal_care,50.32,F,45.5197,-123.8761,1530,44.58609600000001,-122.977405,0,26-39
grocery_pos,326.21,M,48.6669,-96.5969,140,48.131277,-96.201158,1,>=65
grocery_net,40.86,M,27.7898,-82.7243,341043,28.364758,-82.269085,0,26-39
gas_transport,7.24,F,48.4786,-122.3345,14871,49.397389,-123.083706,1,40-64
home,132.68,M,43.4512,-71.48899999999998,7430,42.645526,-72.340645,0,>=65
personal_care,35.87,F,39.5756,-83.7153,338,39.152603000000006,-84.18468299999998,0,26-39
gas_transport,56.91,F,34.8838,-90.7666,222,34.089384,-90.907214,0,>=65
entertainment,1.13,M,41.5177,-78.2536,4533,41.622955,-78.739667,0,>=65
grocery_pos,299.18,M,46.4959,-90.4383,795,47.276442,-89.828935,1,26-39
shopping_pos,3.9,F,32.4122,-90.1207,24645,32.077741,-89.449776,0,>=65
gas_transport,12.54,M,39.8974,-82.4071,9051,39.607267,-82.054705,1,40-64
grocery_net,44.95,M,45.7549,-84.447,95,44.827804,-85.00317700000002,0,26-39
kids_pets,117.34,F,26.1184,-81.7361,276002,25.278511,-81.095835,0,>=65
entertainment,10.92,M,39.6662,-104.835,389246,39.544214,-105.551798,0,>=65
grocery_pos,62.48,M,40.4308,-79.9205,687276,39.732452,-79.32891,0,40-64
home,59.71,M,26.1184,-81.7361,276002,26.809731,-82.309545,0,40-64
grocery_pos,315.49,M,43.19600000000001,-72.3001,477,43.794393,-72.15866899999997,1,26-39
food_dining,42.36,F,30.2385,-90.8435,10076,29.365182,-91.436133,0,40-64
health_fitness,75.67,M,46.4959,-90.4383,795,47.448765,-91.278119,0,26-39
shopping_pos,134.33,M,38.8874,-91.7689,710,38.199143,-92.257463,0,>=65
shopping_net,1097.76,M,39.9961,-79.7678,1946,39.848986,-80.006111,1,26-39
misc_net,397.89,F,30.2385,-90.8435,10076,29.65086,-90.801413,0,40-64
food_dining,72.8,F,35.8312,-94.1187,2786,35.552224,-93.7291,0,>=65
shopping_net,1027.78,M,43.7185,-72.4439,140,44.543989,-72.938333,1,26-39
shopping_net,4.11,M,47.2271,-117.0819,895,46.316501,-117.095653,0,<=25
grocery_pos,74.81,M,42.8223,-83.2829,24840,43.199867,-83.575822,0,>=65
personal_care,41.3,F,39.849,-86.272,910148,39.319199,-87.267101,0,40-64
gas_transport,39.03,F,40.507,-123.9743,1139,40.26708,-123.372696,0,>=65
kids_pets,1.53,F,38.7897,-93.8702,2368,38.882912,-93.025054,0,26-39
shopping_pos,774.52,M,40.954,-76.1747,143,40.77376,-75.410225,1,40-64
health_fitness,75.48,M,42.2619,-94.5566,695,42.856536,-93.877766,0,>=65
shopping_pos,144.05,M,36.385,-98.0727,1078,36.310489,-97.928999,0,26-39
shopping_pos,975.64,F,36.2395,-95.9596,413574,36.847009,-96.501002,1,>=65
travel,5.36,F,43.6498,-116.4306,84106,44.203092,-115.766023,0,40-64
grocery_pos,306.93,M,40.7946,-73.403,19803,41.091428,-74.097013,1,<=25
misc_net,808.21,F,46.3535,-86.6345,765,45.365781,-87.39419000000002,1,40-64
gas_transport,81.51,F,31.8351,-101.0017,1143,32.583381,-100.681822,0,>=65
shopping_net,7.3,F,30.9,-94.7547,99,30.241028000000004,-95.671108,0,>=65
home,5.88,F,32.9413,-81.1807,1725,33.631396,-80.55333399999998,0,40-64
food_dining,117.07,F,46.368,-87.9938,1038,46.985958,-87.369849,1,>=65
personal_care,7.13,F,48.2777,-112.8456,743,47.342822,-112.699161,0,40-64
misc_net,5.53,M,34.2691,-95.9685,861,34.691569,-95.945082,0,>=65
entertainment,20.14,F,35.1836,-81.4552,5621,34.267736,-80.798397,0,40-64
grocery_net,32.89,F,35.7382,-98.7388,1675,35.79044099999999,-97.886279,0,26-39
personal_care,1.32,F,29.9975,-90.2146,137067,30.183399,-89.730028,0,>=65
kids_pets,42.78,M,24.6557,-81.3824,32891,24.938965,-82.056545,0,26-39
travel,390.95,M,42.4069,-74.1528,277,42.079707,-74.64395,0,40-64
shopping_pos,819.56,F,40.4815,-92.9951,3805,39.829406,-93.339575,1,>=65
shopping_pos,1.44,F,42.1001,-73.3611,2121,41.13502800000001,-73.489205,0,40-64
grocery_pos,328.16,F,34.5189,-112.2523,1179,33.882956,-111.885046,1,>=65
kids_pets,42.28,M,33.7367,-86.1619,4159,32.945727000000005,-87.117483,0,<=25
personal_care,4.3,F,20.0271,-155.3697,1490,20.124968,-155.00727,0,26-39
health_fitness,47.26,F,34.847,-98.9836,551,34.858487,-99.975994,0,>=65
misc_net,2.87,M,42.5164,-82.9832,134056,42.423378,-82.90758100000002,0,40-64
kids_pets,219.93,M,32.955,-92.587,1758,33.214129,-93.347135,0,>=65
shopping_net,980.72,F,28.06,-82.4079,717255,28.162554,-83.33185,1,>=65
travel,8.84,F,35.4359,-81.3385,2749,35.057815000000005,-80.656651,1,26-39
gas_transport,8.27,F,35.4359,-81.3385,2749,36.036352,-82.185521,1,26-39
shopping_net,942.63,M,41.5403,-122.9366,308,40.879113,-123.192546,1,>=65
shopping_pos,965.54,F,41.0001,-78.2357,3688,41.51057700000001,-77.94913199999998,1,26-39
shopping_pos,777.95,F,43.0032,-93.2167,1574,43.358079,-92.636223,1,40-64
grocery_pos,309.91,M,38.2833,-75.8465,470,37.865174,-75.49472,1,>=65
gas_transport,10.25,F,33.9568,-81.1405,52126,33.035484000000004,-80.411339,1,>=65
shopping_pos,178.1,F,39.9972,-88.6962,478,40.681951,-89.329566,0,>=65
misc_net,9.47,M,36.0424,-79.3242,6006,36.770022,-79.18270799999998,0,40-64
grocery_pos,352.09,F,41.0767,-74.5982,2456,41.863686,-74.307518,1,26-39
shopping_net,948.76,M,41.603,-93.633,222785,41.231767,-92.856979,1,40-64
shopping_net,959.59,M,32.9276,-97.2489,95035,32.463553000000005,-96.373024,1,26-39
travel,4.23,F,43.0048,-108.8964,1645,42.465949,-108.780923,0,26-39
health_fitness,49.26,F,40.1186,-87.2602,4049,39.126047,-87.194532,0,>=65
misc_pos,7.59,F,36.3846,-89.4649,5577,37.159591,-89.750732,1,>=65
grocery_net,10.54,F,40.0456,-97.4735,121,40.078922,-98.097347,1,26-39
misc_net,6.48,M,45.3099,-122.9685,28278,44.325254,-123.262539,0,40-64
misc_net,9.37,F,40.5891,-75.4645,166081,41.056286,-75.750546,0,<=25
misc_net,801.35,M,35.0583,-79.008,238602,35.860218,-78.037255,1,26-39
gas_transport,62.26,M,39.8153,-91.2627,1656,39.552822,-91.60401,0,>=65
misc_net,1.49,F,34.0326,-82.2027,1523,33.935945000000004,-81.301878,0,40-64
kids_pets,102.19,F,46.1664,-103.7079,475,45.281057,-103.023631,0,>=65
shopping_pos,116.97,F,38.8881,-104.6556,525713,38.601627,-104.781905,0,26-39
shopping_pos,2.28,M,36.802,-87.8286,13422,36.718397,-87.492924,0,>=65
gas_transport,50.95,M,34.1556,-118.2322,172817,34.773787,-118.940247,0,40-64
shopping_pos,935.4,M,35.0149,-85.0164,3730,35.729938,-85.754176,1,26-39
food_dining,112.24,M,40.7692,-103.0968,648,40.400313,-103.095867,1,>=65
health_fitness,103.72,M,32.955,-92.587,1758,33.117785999999995,-93.38844,0,>=65
misc_pos,102.92,F,30.8985,-87.1332,5719,29.908841,-86.43169,0,26-39
travel,5.8,F,38.9829,-93.9757,9512,38.760741,-92.997917,0,40-64
food_dining,61.92,M,46.4959,-90.4383,795,46.303588,-90.915571,0,26-39
misc_pos,4.38,F,30.33,-95.0202,34153,30.946081,-95.653441,0,26-39
home,66.87,M,38.0649,-99.2374,365,37.921094,-100.175191,0,26-39
shopping_net,1000.46,M,26.529,-82.0916,3776,25.725807,-81.543571,1,40-64
grocery_pos,299.46,M,34.1092,-117.7183,35705,33.662603999999995,-118.614102,1,>=65
travel,1.7,F,40.5891,-75.4645,166081,40.345174,-74.978332,0,<=25
gas_transport,59.0,F,40.813,-83.4196,118,41.669158,-83.745402,0,>=65
shopping_net,910.65,M,40.6868,-73.82300000000002,47211,39.692593,-74.058406,1,>=65
shopping_pos,140.65,M,38.5095,-78.2638,395,39.480262,-78.745853,0,40-64
shopping_pos,60.9,M,39.6967,-78.8031,626,40.292105,-78.282782,0,>=65
misc_pos,49.9,M,31.1989,-81.3322,298,31.420158,-81.103794,1,>=65
kids_pets,33.99,F,36.0244,-90.9288,7155,35.919687,-91.245758,0,40-64
shopping_net,1.44,F,38.9621,-94.5959,545147,39.951305,-94.37241,0,26-39
entertainment,4.76,F,40.6729,-73.5365,34496,41.309096,-73.079386,0,>=65
home,100.86,M,42.9993,-88.2196,95015,42.444535,-88.420834,0,>=65
home,1.4,M,43.2064,-90.9405,153,42.673083,-91.725593,0,>=65
shopping_net,988.84,F,36.0244,-90.9288,7155,35.399805,-91.064403,1,40-64
gas_transport,83.77,F,40.3406,-120.2824,104,39.415356,-119.870228,0,26-39
entertainment,42.34,F,41.1558,-101.136,1789,42.099529,-101.754813,0,40-64
shopping_net,962.43,F,36.1016,-84.5652,7511,37.055676,-83.604327,1,>=65
kids_pets,40.05,M,36.115,-84.0438,4729,36.0153,-83.667693,0,40-64
gas_transport,7.61,F,43.7557,-97.5936,343,43.356988,-96.770897,1,40-64
grocery_net,82.96,M,39.3764,-76.729,33917,39.543249,-77.436551,0,40-64
entertainment,12.01,F,45.6675,-93.2433,2607,44.992643,-93.261085,0,26-39
misc_net,12.41,F,44.4971,-67.9503,1131,44.572267,-67.994056,0,>=65
shopping_net,825.81,M,45.604,-94.1591,16163,44.949549,-94.225982,1,26-39
gas_transport,44.77,F,38.8938,-86.5246,1228,39.534329,-86.287499,0,26-39
grocery_pos,77.0,M,36.4992,-120.0936,123,36.093209,-119.707529,0,40-64
home,94.3,F,40.8295,-72.6473,3255,41.683103,-72.16664399999998,0,40-64
misc_net,20.35,F,36.0244,-90.9288,7155,35.89602100000001,-91.351207,0,40-64
shopping_net,6.02,F,38.2507,-85.7476,736284,38.459201,-84.769407,0,>=65
shopping_net,897.66,F,30.1886,-103.2214,498,30.895524,-102.790573,1,26-39
food_dining,45.7,M,32.9396,-105.8189,899,32.456916,-106.53678700000002,0,>=65
grocery_net,50.07,F,29.7736,-95.4034,2906700,29.718436,-95.202003,0,40-64
travel,12.41,M,42.426,-83.15,673342,43.142553,-82.672877,1,>=65
grocery_pos,106.35,M,40.3087,-76.2963,823,39.409248,-75.464288,0,40-64
misc_pos,3.7,F,20.0271,-155.3697,1490,19.417271,-155.82756899999995,0,26-39
gas_transport,91.39,F,43.6498,-116.4306,84106,44.525004,-116.807058,0,40-64
personal_care,42.93,F,30.2385,-90.8435,10076,30.483398,-91.730497,0,40-64
grocery_pos,208.57,F,41.5378,-88.0572,128354,42.134639,-87.411789,0,26-39
entertainment,23.08,M,39.0319,-88.4074,2092,39.753283,-88.6249,0,>=65
shopping_pos,92.52,M,44.0575,-69.9656,3224,43.973811,-69.068688,0,26-39
health_fitness,233.52,F,39.047,-122.9328,11256,40.018489,-122.289057,0,40-64
misc_net,862.09,M,38.38800000000001,-79.9906,365,38.760167,-79.20223299999998,1,>=65
grocery_pos,90.39,M,43.0048,-108.8964,1645,42.058972,-108.565143,0,40-64
misc_net,813.21,M,34.7789,-86.5438,190178,35.209740999999994,-86.42090999999998,1,40-64
entertainment,60.3,M,41.2244,-86.6966,5791,41.752739,-86.498147,0,>=65
food_dining,41.91,M,38.6476,-78.7717,4367,39.636867,-77.81030600000003,0,>=65
health_fitness,21.49,F,31.4467,-103.5791,12747,31.660998,-102.89579,1,26-39
food_dining,1.54,F,39.4125,-80.6352,255,39.275724,-81.065872,0,40-64
personal_care,1.57,F,30.1886,-103.2214,498,30.110157,-103.83723,0,26-39
food_dining,133.62,M,38.6865,-121.3494,757530,38.824213,-121.48618700000002,1,>=65
grocery_pos,121.41,F,41.0036,-78.1104,489,40.810251,-78.2942,0,>=65
gas_transport,66.46,F,42.3496,-73.5873,4015,42.111012,-72.971417,0,40-64
grocery_pos,273.41,F,42.5978,-82.8823,16305,41.945635,-82.03086,1,>=65
grocery_pos,64.71,M,39.2136,-95.4404,2661,38.429668,-95.558163,0,>=65
shopping_pos,167.65,F,38.9424,-84.09200000000001,12349,38.009535,-84.300002,0,40-64
food_dining,3.94,F,39.8013,-82.8125,460,39.780906,-82.071998,0,<=25
food_dining,331.75,F,46.3535,-86.6345,765,47.28665,-87.111214,0,40-64
shopping_pos,832.6,F,44.453,-123.1065,917,44.966507,-123.693997,1,26-39
home,34.1,F,43.8065,-73.0882,5895,44.787049,-74.011134,0,40-64
shopping_net,936.55,M,34.1572,-77.9141,186140,33.656952000000004,-76.9921,1,>=65
shopping_net,9.25,F,33.6401,-116.5567,1661,33.387249,-115.856586,0,26-39
shopping_pos,3.03,F,33.6372,-96.6184,46563,32.917219,-97.207443,0,>=65
personal_care,2.15,F,34.2853,-91.3336,5161,33.551831,-91.970745,0,26-39
misc_pos,8.56,F,40.8095,-72.8229,3285,40.813814,-73.4205,1,26-39
entertainment,13.01,M,33.6028,-81.9748,46944,34.480373,-82.600261,0,>=65
gas_transport,19.87,F,33.0437,-81.7106,1100,33.116843,-81.294542,1,>=65
entertainment,258.68,M,38.046,-122.1866,198,37.976526,-121.699422,0,>=65
health_fitness,43.01,F,36.2017,-81.1286,21134,36.93267,-81.165225,0,40-64
entertainment,132.09,F,41.606,-109.23,27971,41.043483,-108.489105,0,40-64
misc_pos,9.88,F,31.4467,-103.5791,12747,30.748103000000004,-104.484938,1,26-39
shopping_pos,656.0,F,41.8117,-79.2643,528,42.033958,-79.59694499999998,1,40-64
personal_care,19.12,F,32.0758,-96.701,1563,33.029036,-96.69607,1,40-64
kids_pets,19.03,F,44.5995,-86.2141,372,44.252149,-85.249388,1,26-39
gas_transport,73.25,F,43.7575,-122.481,597,44.20402,-122.283521,0,>=65
entertainment,15.6,M,43.0172,-111.0292,471,42.091564,-111.835281,0,>=65
home,91.68,F,33.357,-89.0473,1923,34.28485,-88.61771800000002,0,>=65
personal_care,66.92,F,32.6786,-81.2455,302,32.14218,-80.97872,0,40-64
shopping_pos,8.36,F,40.2967,-98.737,493,39.81103,-98.556579,0,>=65
shopping_pos,151.47,M,32.8088,-83.17399999999998,1841,33.152073,-83.282104,0,40-64
grocery_pos,317.22,F,26.1184,-81.7361,276002,26.568091,-80.74639599999998,1,>=65
shopping_net,950.67,M,44.1554,-72.4847,970,45.049559,-71.937321,1,26-39
entertainment,589.16,F,33.3749,-99.8473,178,32.893713,-99.246123,1,40-64
misc_pos,112.33,F,41.3851,-80.1752,606,41.522726,-79.543712,0,26-39
shopping_net,1158.25,F,41.606,-109.23,27971,41.290671,-109.888522,1,40-64
entertainment,7.46,F,33.3645,-81.2718,4913,32.727954,-80.767547,0,>=65
gas_transport,9.84,M,36.2245,-79.8901,14075,36.962164,-79.35749,1,>=65
gas_transport,71.3,F,38.5957,-99.554,320,38.921175,-99.946195,0,>=65
shopping_net,992.66,M,36.1043,-97.0609,55345,35.597167,-97.256119,1,>=65
misc_net,7.53,F,37.1788,-82.695,502,36.323164,-81.841045,0,>=65
kids_pets,116.9,F,37.0581,-86.1938,6841,36.946992,-87.134752,0,<=25
grocery_pos,145.34,F,31.8287,-99.427,5908,31.621018,-99.37877,0,>=65
grocery_pos,323.44,F,31.9571,-98.9656,1791,31.947787,-98.355883,1,>=65
grocery_pos,264.75,F,40.7559,-82.5123,92985,41.079527,-83.129671,1,>=65
food_dining,54.2,M,37.3752,-81.6539,337,36.966828,-81.623026,0,26-39
shopping_pos,782.18,M,38.8874,-91.7689,710,39.526107,-92.284296,1,>=65
food_dining,49.64,M,33.4783,-90.5142,2870,32.941129,-90.644327,0,<=25
shopping_pos,835.67,F,31.6489,-82.1982,1324,30.833304,-82.313581,0,>=65
kids_pets,22.07,F,42.9207,-91.0685,878,43.7503,-90.958636,0,40-64
home,2.32,F,40.4679,-77.8967,1334,40.996209,-78.886619,0,26-39
shopping_pos,906.52,M,39.4558,-76.4147,5451,39.957391,-75.926891,1,>=65
home,63.18,M,41.2001,-92.1354,568,41.947405,-91.656546,0,>=65
shopping_net,916.24,M,36.2815,-115.1482,214518,36.028981,-115.818675,1,>=65
shopping_pos,1.56,F,33.9349,-80.8449,13717,33.758828,-80.431559,0,>=65
shopping_pos,864.26,M,31.4841,-97.9903,258,32.352559,-97.891773,1,>=65
home,10.25,M,24.6557,-81.3824,32891,25.445578,-80.516408,0,26-39
gas_transport,65.26,F,40.507,-123.9743,1139,41.241048,-124.623517,0,>=65
gas_transport,57.16,F,38.8089,-78.7776,863,38.556311,-79.182201,0,40-64
personal_care,10.01,M,32.8357,-79.8217,20478,33.552583,-79.018222,0,26-39
food_dining,46.02,F,30.4066,-91.1468,378909,30.987001,-91.230722,0,40-64
shopping_net,73.04,M,39.3391,-95.0999,1442,38.759213,-96.099556,0,40-64
misc_net,24.85,F,40.7268,-124.2174,276,41.457101,-123.230894,0,>=65
grocery_net,37.09,M,42.2203,-83.3583,31515,41.361861,-83.106439,0,40-64
food_dining,57.13,M,43.7185,-72.4439,140,42.738362,-72.87977,0,26-39
personal_care,70.03,F,42.1001,-73.3611,2121,42.857399,-73.597761,0,40-64
personal_care,260.55,M,35.4311,-105.9409,923,35.441969,-106.902437,0,>=65
food_dining,76.8,F,31.8599,-102.7413,23,31.806649,-102.696998,0,>=65
misc_net,773.54,M,41.1464,-81.5107,47772,41.54786,-80.88392900000002,1,>=65
shopping_net,1040.19,M,41.1464,-81.5107,47772,40.280314,-81.957321,1,>=65
travel,2.34,F,40.7268,-124.2174,276,40.308187,-124.335308,0,>=65
home,296.61,F,33.6773,-118.0051,190249,34.265984,-117.4831,1,40-64
gas_transport,57.84,M,39.8788,-82.18799999999997,1831,40.212634,-82.979352,0,>=65
grocery_pos,66.49,M,43.0351,-108.2024,19408,42.628199,-107.337475,0,26-39
shopping_net,857.25,M,43.2064,-90.9405,153,44.102569,-90.06415799999998,1,>=65
shopping_pos,877.38,M,45.32899999999999,-98.0837,52,44.685322,-98.75221,1,26-39
gas_transport,11.16,M,45.1939,-112.0568,286,46.130703,-112.803301,1,26-39
entertainment,75.99,M,42.728,-71.181,47249,43.439534,-71.465874,0,40-64
misc_pos,6.28,F,34.7032,-98.9591,540,34.222821,-99.003091,0,40-64
health_fitness,7.04,M,40.8027,-81.3739,192805,40.429039,-80.435576,0,>=65
home,101.83,M,37.6395,-97.1714,409656,37.177801,-97.233375,0,40-64
misc_net,784.42,M,29.9196,-95.4386,2906700,29.028053000000003,-95.474201,1,26-39
travel,475.92,M,41.4798,-79.9403,1102,41.770511,-79.176467,0,26-39
grocery_pos,322.61,M,45.604,-94.1591,16163,45.486952,-93.642685,1,26-39
grocery_pos,187.17,F,36.8809,-82.0956,9521,36.356387,-82.10497600000002,0,40-64
food_dining,132.0,F,26.7197,-80.1248,459921,27.018198,-79.806212,0,>=65
misc_net,87.17,F,38.9829,-93.9757,9512,39.014177,-94.539711,0,40-64
misc_net,17.47,F,37.575,-88.9655,3119,37.039236,-88.686125,0,>=65
misc_net,105.17,F,30.7145,-88.0918,270712,31.538827,-88.979483,0,40-64
shopping_net,1020.24,F,41.4682,-72.5751,5438,41.744757,-71.905097,1,>=65
shopping_net,1041.04,M,42.2701,-78.6847,1453,42.627839,-78.31524399999998,1,40-64
